data.num_clients,Client ID,client.local_epochs,strategy,server_kWh,round_energy_kWh,round_server_kWh
100,42,20,fedyogi,0.04083277863,0.0001676565998,0.0002051898424
100,43,3,fedavg,0.02226748145,1.68E-05,0.0001258049799
100,43,3,fedyogi,0.004617529383,8.70E-06,8.71E-05
100,43,5,fedyogi,2.97E-02,3.03E-05,0.0001251238188
100,43,10,fedavg,1.72E-02,6.93E-05,0.0001605658845
100,43,10,fedyogi,6.89E-02,6.73E-05,0.00015000942
100,43,20,fedyogi,4.08E-02,0.0001423177989,0.0002051898424
100,44,3,fedavg,0.02226748145,7.41E-06,0.0001258049799
100,44,3,fedyogi,0.004617529383,3.63E-06,8.71E-05
100,44,5,fedyogi,2.97E-02,1.74E-05,0.0001251238188
100,44,10,fedavg,1.72E-02,4.08E-05,0.0001605658845
100,44,10,fedyogi,6.68E-02,4.05E-05,0.0001500740679
100,44,20,fedyogi,4.08E-02,9.05E-05,0.0002051898424
100,45,3,fedavg,2.23E-02,8.42E-06,0.0001258049799
100,45,5,fedyogi,0.02965434505,1.72E-05,0.0001251238188
100,45,10,fedavg,1.72E-02,5.11E-05,0.0001605658845
100,45,10,fedyogi,6.68E-02,4.25E-05,0.0001500740679
100,45,20,fedyogi,4.08E-02,9.52E-05,0.0002051898424
100,46,3,fedavg,0.02226748145,7.86E-06,0.0001258049799
100,46,3,fedyogi,4.62E-03,2.73E-06,8.71E-05
100,46,5,fedyogi,0.02965434505,1.85E-05,0.0001251238188
100,46,10,fedavg,1.72E-02,4.46E-05,0.0001605658845
100,46,10,fedyogi,6.48E-02,4.23E-05,0.0001501373255
100,46,20,fedyogi,4.08E-02,9.52E-05,0.0002051898424
100,47,3,fedavg,2.23E-02,6.27E-06,0.0001258049799
100,47,3,fedyogi,4.62E-03,2.57E-06,8.71E-05
100,47,5,fedyogi,0.02965434505,1.62E-05,0.0001251238188
100,47,10,fedavg,1.72E-02,3.80E-05,0.0001605658845
100,47,10,fedyogi,6.28E-02,3.95E-05,0.0001501988409
100,47,20,fedyogi,4.08E-02,8.78E-05,0.0002051898424
100,48,3,fedavg,2.23E-02,1.61E-05,0.0001258049799
100,48,3,fedyogi,4.62E-03,7.61E-06,8.71E-05
100,48,5,fedyogi,0.02965434505,3.11E-05,0.0001251238188
100,48,10,fedavg,1.72E-02,7.06E-05,0.0001605658845
100,48,10,fedyogi,5.67E-02,7.11E-05,0.0001503846312
100,48,20,fedyogi,4.08E-02,0.0001543541406,0.0002051898424
100,49,3,fedavg,0.02226748145,9.78E-06,0.0001258049799
100,49,3,fedyogi,0.004617529383,2.90E-06,8.71E-05
100,49,5,fedyogi,0.02965434505,1.77E-05,0.0001251238188
100,49,10,fedavg,1.72E-02,4.09E-05,0.0001605658845
100,49,10,fedyogi,5.97E-02,3.97E-05,0.0001502930365
100,49,20,fedyogi,4.08E-02,9.02E-05,0.0002051898424
100,50,3,fedavg,2.23E-02,1.28E-05,0.0001258049799
100,50,3,fedyogi,4.62E-03,1.06E-05,8.71E-05
100,50,5,fedyogi,0.02965434505,2.76E-05,0.0001251238188
100,50,10,fedavg,1.72E-02,6.24E-05,0.0001605658845
100,50,10,fedyogi,6.48E-02,6.20E-05,0.0001501373255
100,50,20,fedyogi,4.08E-02,0.0001307363252,0.0002051898424
100,51,3,fedavg,0.02226748145,6.46E-06,0.0001258049799
100,51,3,fedyogi,0.004617529383,4.46E-06,8.71E-05
100,51,5,fedyogi,0.02965434505,1.59E-05,0.0001251238188
100,51,10,fedavg,1.72E-02,4.02E-05,0.0001605658845
100,51,10,fedyogi,6.31E-02,3.96E-05,0.0001501892292
100,51,20,fedyogi,4.08E-02,9.01E-05,0.0002051898424
100,52,3,fedavg,0.02226748145,1.85E-05,0.0001258049799
100,52,3,fedyogi,0.004617529383,9.26E-06,8.71E-05
100,52,5,fedyogi,0.02965434505,3.82E-05,0.0001251238188
100,52,10,fedavg,1.72E-02,8.07E-05,0.0001605658845
100,52,10,fedyogi,6.37E-02,8.29E-05,0.0001501690444
100,52,20,fedyogi,4.08E-02,0.0001730032142,0.0002051898424
100,53,3,fedavg,0.02226748145,1.42E-05,0.0001258049799
100,53,3,fedyogi,0.004617529383,8.97E-06,8.71E-05
100,53,5,fedyogi,0.02965434505,2.74E-05,0.0001251238188
100,53,10,fedavg,1.72E-02,5.87E-05,0.0001605658845
100,53,10,fedyogi,5.91E-02,6.17E-05,0.0001503120678
100,53,20,fedyogi,4.08E-02,0.0001322081482,0.0002051898424
100,54,3,fedavg,0.02226748145,1.21E-05,0.0001258049799
100,54,3,fedyogi,0.004617529383,5.69E-06,8.71E-05
100,54,5,fedyogi,0.02965434505,2.30E-05,0.0001251238188
100,54,10,fedavg,1.72E-02,6.39E-05,0.0001605658845
100,54,10,fedyogi,6.83E-02,5.65E-05,0.0001500285749
100,54,20,fedyogi,4.08E-02,0.000121872505,0.0002051898424
100,55,3,fedavg,0.02226748145,1.76E-05,0.0001258049799
100,55,3,fedyogi,0.004617529383,1.16E-05,8.71E-05
100,55,5,fedyogi,0.02965434505,3.34E-05,0.0001251238188
100,55,10,fedavg,1.72E-02,7.33E-05,0.0001605658845
100,55,10,fedyogi,6.75E-02,7.36E-05,0.0001500549955
100,55,20,fedyogi,4.08E-02,0.0001564498351,0.0002051898424
100,56,3,fedavg,0.02226748145,2.04E-05,0.0001258049799
100,56,3,fedyogi,0.004617529383,9.51E-06,8.71E-05
100,56,5,fedyogi,0.02965434505,3.45E-05,0.0001251238188
100,56,10,fedavg,1.72E-02,8.13E-05,0.0001605658845
100,56,10,fedyogi,6.04E-02,7.93E-05,0.0001502725482
100,56,20,fedyogi,4.08E-02,0.0001674843278,0.0002051898424
100,57,3,fedavg,0.02226748145,2.42E-05,0.0001258049799
100,57,3,fedyogi,0.004617529383,1.82E-05,8.71E-05
100,57,5,fedyogi,0.02965434505,4.52E-05,0.0001251238188
100,57,10,fedavg,1.72E-02,9.67E-05,0.0001605658845
100,57,10,fedyogi,6.93E-02,9.70E-05,0.0001499995123
100,57,20,fedyogi,4.08E-02,0.0002023171971,0.0002051898424
100,58,3,fedavg,0.02226748145,1.31E-05,0.0001258049799
100,58,5,fedyogi,0.02965434505,2.49E-05,0.0001251238188
100,58,10,fedavg,0.01718054964,5.48E-05,0.0001605658845
100,58,10,fedyogi,6.18E-02,5.53E-05,0.0001502277862
100,58,20,fedyogi,4.08E-02,1.19E-04,0.0002051898424
100,59,3,fedavg,2.23E-02,1.59E-05,0.0001258049799
100,59,3,fedyogi,0.004617529383,1.05E-05,8.71E-05
100,59,5,fedyogi,0.02965434505,3.26E-05,0.0001251238188
100,59,10,fedavg,0.01718054964,7.39E-05,0.0001605658845
100,59,10,fedyogi,6.33E-02,7.39E-05,0.0001501818143
100,59,20,fedyogi,4.08E-02,1.56E-04,0.0002051898424
100,60,3,fedavg,2.23E-02,1.01E-05,0.0001258049799
100,60,3,fedyogi,0.004617529383,4.17E-06,8.71E-05
100,60,5,fedyogi,0.02965434505,2.40E-05,0.0001251238188
100,60,10,fedavg,0.01718054964,4.87E-05,0.0001605658845
100,60,10,fedyogi,6.47E-02,5.07E-05,0.0001501392478
100,60,20,fedyogi,4.08E-02,1.08E-04,0.0002051898424
100,61,3,fedavg,2.23E-02,1.71E-05,0.0001258049799
100,61,3,fedyogi,0.004617529383,5.49E-06,8.71E-05
100,61,5,fedyogi,0.02965434505,3.08E-05,0.0001251238188
100,61,10,fedavg,0.01718054964,7.31E-05,0.0001605658845
100,61,10,fedyogi,6.62E-02,7.37E-05,0.000150093407
100,61,20,fedyogi,4.08E-02,1.57E-04,0.0002051898424
100,62,3,fedavg,2.23E-02,1.55E-05,0.0001258049799
100,62,3,fedyogi,0.004617529383,7.78E-06,8.71E-05
100,62,5,fedyogi,0.02965434505,3.43E-05,0.0001251238188
100,62,10,fedavg,0.01718054964,6.60E-05,0.0001605658845
100,62,10,fedyogi,6.52E-02,7.02E-05,0.0001501243496
100,62,20,fedyogi,4.08E-02,1.50E-04,0.0002051898424
100,63,3,fedavg,2.23E-02,1.03E-05,0.0001258049799
100,63,3,fedyogi,0.004617529383,1.21E-05,8.71E-05
100,63,5,fedyogi,0.02965434505,2.22E-05,0.0001251238188
100,63,10,fedavg,0.01718054964,5.24E-05,0.0001605658845
100,63,10,fedyogi,7.02E-02,5.31E-05,0.0001499696367
100,63,20,fedyogi,4.08E-02,1.14E-04,0.0002051898424
100,64,3,fedavg,2.23E-02,8.02E-06,0.0001258049799
100,64,5,fedyogi,0.02965434505,2.05E-05,0.0001251238188
100,64,10,fedavg,0.01718054964,4.66E-05,0.0001605658845
100,64,10,fedyogi,0.07194986395,4.76E-05,0.0001499171281
100,64,20,fedyogi,4.08E-02,0.0001016042697,0.0002051898424
100,65,3,fedavg,2.23E-02,7.00E-06,0.0001258049799
100,65,3,fedyogi,4.62E-03,2.35E-06,8.71E-05
100,65,5,fedyogi,0.02965434505,1.78E-05,0.0001251238188
100,65,10,fedavg,0.01718054964,4.25E-05,0.0001605658845
100,65,10,fedyogi,0.0681574879,4.25E-05,0.0001500335181
100,65,20,fedyogi,4.08E-02,9.20E-05,0.0002051898424
100,66,3,fedavg,2.23E-02,1.59E-05,0.0001258049799
100,66,3,fedyogi,4.62E-03,7.37E-06,8.71E-05
100,66,5,fedyogi,0.02965434505,3.01E-05,0.0001251238188
100,66,10,fedavg,0.01718054964,6.98E-05,0.0001605658845
100,66,10,fedyogi,0.06956681684,6.83E-05,0.0001499902651
100,66,20,fedyogi,4.08E-02,0.0001475073556,0.0002051898424
100,67,3,fedavg,2.23E-02,2.60E-05,0.0001258049799
100,67,3,fedyogi,4.62E-03,1.33E-05,8.71E-05
100,67,5,fedyogi,0.02965434505,4.54E-05,0.0001251238188
100,67,10,fedavg,0.01718054964,9.55E-05,0.0001605658845
100,67,10,fedyogi,0.06984868263,9.67E-05,0.0001499816144
100,67,20,fedyogi,4.08E-02,0.0001993566673,0.0002051898424
100,68,3,fedavg,2.23E-02,1.01E-05,0.0001258049799
100,68,3,fedyogi,4.62E-03,7.31E-06,8.71E-05
100,68,5,fedyogi,0.02965434505,2.12E-05,0.0001251238188
100,68,10,fedavg,0.01718054964,4.94E-05,0.0001605658845
100,68,10,fedyogi,0.07153987735,4.93E-05,0.0001499297108
100,68,20,fedyogi,4.08E-02,0.0001081198669,0.0002051898424
100,69,3,fedavg,2.23E-02,2.17E-05,0.0001258049799
100,69,3,fedyogi,4.62E-03,8.73E-06,8.71E-05
100,69,5,fedyogi,0.02965434505,4.20E-05,0.0001251238188
100,69,10,fedavg,0.01718054964,9.29E-05,0.0001605658845
100,69,10,fedyogi,0.05970151429,9.21E-05,0.0001502930365
100,69,20,fedyogi,4.08E-02,0.0001917201909,0.0002051898424
100,70,3,fedavg,2.23E-02,3.16E-05,0.0001258049799
100,70,3,fedyogi,4.62E-03,1.70E-05,8.71E-05
100,70,5,fedyogi,0.02965434505,6.03E-05,0.0001251238188
100,70,10,fedyogi,0.07115551491,0.0001281301502,0.0001499415071
100,70,20,fedyogi,0.04083277863,0.0002702641569,0.0002051898424
100,71,3,fedavg,2.23E-02,1.44E-05,0.0001258049799
100,71,3,fedyogi,4.62E-03,7.71E-06,8.71E-05
100,71,5,fedyogi,2.97E-02,3.06E-05,0.0001251238188
100,71,10,fedyogi,0.06203419666,6.83E-05,0.0001502214452
100,71,20,fedyogi,0.04083277863,0.0001477856615,0.0002051898424
100,72,3,fedavg,2.23E-02,1.69E-05,0.0001258049799
100,72,3,fedyogi,4.62E-03,8.21E-06,8.71E-05
100,72,5,fedyogi,2.97E-02,3.51E-05,0.0001251238188
100,72,10,fedyogi,0.06082897743,7.78E-05,0.0001502584341
100,72,20,fedyogi,0.04083277863,0.0001661868763,0.0002051898424
100,73,3,fedavg,2.23E-02,1.72E-05,0.0001258049799
100,73,3,fedyogi,4.62E-03,9.83E-06,8.71E-05
100,73,5,fedyogi,2.97E-02,3.31E-05,0.0001251238188
100,73,10,fedyogi,0.06559507166,7.39E-05,0.0001501121601
100,73,20,fedyogi,0.04083277863,0.0001603214095,0.0002051898424
100,74,3,fedavg,2.23E-02,1.01E-05,0.0001258049799
100,74,3,fedyogi,4.62E-03,3.30E-06,8.71E-05
100,74,5,fedyogi,2.97E-02,2.14E-05,0.0001251238188
100,74,10,fedyogi,0.06257654532,5.19E-05,0.0001502048003
100,74,20,fedyogi,0.04083277863,0.0001140904431,0.0002051898424
100,75,3,fedavg,2.23E-02,7.14E-06,0.0001258049799
100,75,5,fedyogi,2.97E-02,1.62E-05,0.0001251238188
100,75,10,fedyogi,6.64E-02,4.22E-05,0.0001500877811
100,75,20,fedyogi,0.04083277863,9.29E-05,0.0002051898424
100,76,3,fedavg,0.02226748145,1.25E-05,0.0001258049799
100,76,3,fedyogi,4.62E-03,8.17E-06,8.71E-05
100,76,5,fedyogi,2.97E-02,2.69E-05,0.0001251238188
100,76,10,fedyogi,6.35E-02,6.22E-05,0.0001501759205
100,76,20,fedyogi,0.04083277863,0.0001329619988,0.0002051898424
100,77,3,fedavg,0.02226748145,1.62E-05,0.0001258049799
100,77,3,fedyogi,4.62E-03,8.82E-06,8.71E-05
100,77,5,fedyogi,2.97E-02,3.07E-05,0.0001251238188
100,77,10,fedyogi,6.43E-02,6.99E-05,0.0001501511665
100,77,20,fedyogi,0.04083277863,0.0001481932453,0.0002051898424
100,78,3,fedavg,0.02226748145,1.88E-05,0.0001258049799
100,78,3,fedyogi,4.62E-03,8.30E-06,8.71E-05
100,78,5,fedyogi,2.97E-02,3.40E-05,0.0001251238188
100,78,10,fedyogi,6.19E-02,7.80E-05,0.0001502249129
100,78,20,fedyogi,0.04083277863,0.0001695431811,0.0002051898424
100,79,3,fedavg,0.02226748145,1.64E-05,0.0001258049799
100,79,3,fedyogi,4.62E-03,5.41E-06,8.71E-05
100,79,5,fedyogi,2.97E-02,3.79E-05,0.0001251238188
100,79,10,fedyogi,6.69E-02,7.18E-05,0.0001500718817
100,79,20,fedyogi,0.04083277863,0.0001552433583,0.0002051898424
100,80,3,fedavg,0.02226748145,7.04E-06,0.0001258049799
100,80,3,fedyogi,4.62E-03,1.99E-06,8.71E-05
100,80,5,fedyogi,2.97E-02,1.97E-05,0.0001251238188
100,80,10,fedavg,1.72E-02,4.61E-05,0.0001605658845
100,80,10,fedyogi,0.06482341831,4.15E-05,0.0001501358425
100,80,20,fedyogi,0.04083277863,9.42E-05,0.0002051898424
100,81,3,fedavg,2.23E-02,2.04E-05,0.0001258049799
100,81,3,fedyogi,4.62E-03,6.70E-06,8.71E-05
100,81,5,fedyogi,2.97E-02,3.55E-05,0.0001251238188
100,81,10,fedavg,1.72E-02,7.77E-05,0.0001605658845
100,81,10,fedyogi,0.06192120736,7.68E-05,0.0001502249129
100,81,20,fedyogi,0.04083277863,0.0001620828428,0.0002051898424
100,82,3,fedavg,2.23E-02,3.39E-06,0.0001258049799
100,82,3,fedyogi,4.62E-03,2.28E-06,8.71E-05
100,82,5,fedyogi,2.97E-02,1.01E-05,0.0001251238188
100,82,10,fedavg,0.01718054964,2.74E-05,0.0001605658845
100,82,10,fedyogi,0.05958071466,2.72E-05,0.0001502967439
100,82,20,fedyogi,0.04083277863,6.36E-05,0.0002051898424
100,83,3,fedavg,2.23E-02,1.96E-05,0.0001258049799
100,83,5,fedyogi,2.97E-02,3.36E-05,0.0001251238188
100,83,10,fedavg,1.72E-02,7.45E-05,0.0001605658845
100,83,10,fedyogi,6.65E-02,7.32E-05,0.0001500854218
100,83,20,fedyogi,4.08E-02,0.0001571304676,0.0002051898424
100,84,3,fedavg,0.02226748145,1.58E-05,0.0001258049799
100,84,3,fedyogi,4.62E-03,1.01E-05,8.71E-05
100,84,5,fedyogi,2.97E-02,3.11E-05,0.0001251238188
100,84,10,fedavg,1.72E-02,7.05E-05,0.0001605658845
100,84,10,fedyogi,0.06413518694,6.93E-05,0.0001501569647
100,84,20,fedyogi,0.04083277863,0.000144734054,0.0002051898424
100,85,3,fedavg,0.02226748145,3.16E-05,0.0001258049799
100,85,3,fedyogi,4.62E-03,1.19E-05,8.71E-05
100,85,5,fedyogi,2.97E-02,4.34E-05,0.0001251238188
100,85,10,fedavg,1.72E-02,9.04E-05,0.0001605658845
100,85,10,fedyogi,0.06362508604,9.10E-05,0.00015017262
100,85,20,fedyogi,0.04083277863,0.0001895207486,0.0002051898424
100,86,3,fedavg,0.02226748145,9.21E-06,0.0001258049799
100,86,3,fedyogi,4.62E-03,3.21E-06,8.71E-05
100,86,5,fedyogi,2.97E-02,2.06E-05,0.0001251238188
100,86,10,fedavg,1.72E-02,4.86E-05,0.0001605658845
100,86,10,fedyogi,0.06203419666,4.47E-05,0.0001502214452
100,86,20,fedyogi,0.04083277863,0.0001015367101,0.0002051898424
100,87,3,fedavg,0.02226748145,1.49E-05,0.0001258049799
100,87,3,fedyogi,4.62E-03,1.29E-05,8.71E-05
100,87,5,fedyogi,2.97E-02,2.91E-05,0.0001251238188
100,87,10,fedavg,1.72E-02,7.18E-05,0.0001605658845
100,87,10,fedyogi,0.06894268545,6.51E-05,0.00015000942
100,87,20,fedyogi,0.04083277863,0.0001427438562,0.0002051898424
100,88,3,fedavg,0.02226748145,1.66E-05,0.0001258049799
100,88,3,fedyogi,4.62E-03,8.88E-06,8.71E-05
100,88,5,fedyogi,2.97E-02,3.49E-05,0.0001251238188
100,88,10,fedavg,1.72E-02,8.01E-05,0.0001605658845
100,88,10,fedyogi,0.06477509846,7.85E-05,0.0001501373255
100,88,20,fedyogi,0.04083277863,0.0001648786908,0.0002051898424
100,89,3,fedavg,0.02226748145,7.90E-06,0.0001258049799
100,89,5,fedyogi,2.97E-02,1.88E-05,0.0001251238188
100,89,10,fedavg,1.72E-02,4.37E-05,0.0001605658845
100,89,10,fedyogi,6.71E-02,4.50E-05,0.0001500668848
100,89,20,fedyogi,0.04083277863,9.81E-05,0.0002051898424
100,90,3,fedavg,0.02226748145,1.01E-05,0.0001258049799
100,90,3,fedyogi,0.004617529383,3.87E-06,8.71E-05
100,90,5,fedyogi,2.97E-02,2.73E-05,0.0001251238188
100,90,10,fedavg,1.72E-02,6.40E-05,0.0001605658845
100,90,10,fedyogi,7.18E-02,6.28E-05,0.0001499232228
100,90,20,fedyogi,0.04083277863,0.000133031572,0.0002051898424
100,91,3,fedavg,0.02226748145,1.44E-05,0.0001258049799
100,91,3,fedyogi,0.004617529383,7.12E-06,8.71E-05
100,91,5,fedyogi,2.97E-02,2.97E-05,0.0001251238188
100,91,10,fedavg,1.72E-02,7.05E-05,0.0001605658845
100,91,10,fedyogi,6.36E-02,6.61E-05,0.0001501746312
100,91,20,fedyogi,0.04083277863,0.0001399347093,0.0002051898424
100,92,3,fedavg,0.02226748145,8.07E-06,0.0001258049799
100,92,3,fedyogi,0.004617529383,4.28E-06,8.71E-05
100,92,5,fedyogi,2.97E-02,1.56E-05,0.0001251238188
100,92,10,fedavg,1.72E-02,4.21E-05,0.0001605658845
100,92,10,fedyogi,6.16E-02,4.11E-05,0.0001502340551
100,92,20,fedyogi,0.04083277863,9.16E-05,0.0002051898424
100,93,3,fedavg,0.02226748145,1.26E-05,0.0001258049799
100,93,5,fedyogi,0.02965434505,3.03E-05,0.0001251238188
100,93,10,fedavg,1.72E-02,6.92E-05,0.0001605658845
100,93,10,fedyogi,5.84E-02,6.49E-05,0.0001503324117
100,93,20,fedyogi,4.08E-02,0.0001384862524,0.0002051898424
100,94,3,fedavg,2.23E-02,1.65E-05,0.0001258049799
100,94,3,fedyogi,0.004617529383,8.56E-06,8.71E-05
100,94,5,fedyogi,0.02965434505,3.35E-05,0.0001251238188
100,94,10,fedavg,1.72E-02,7.66E-05,0.0001605658845
100,94,10,fedyogi,6.70E-02,7.39E-05,0.000150069991
100,94,20,fedyogi,4.08E-02,0.0001600057484,0.0002051898424
100,95,3,fedavg,0.02226748145,2.18E-05,0.0001258049799
100,95,3,fedyogi,0.004617529383,9.64E-06,8.71E-05
100,95,5,fedyogi,0.02965434505,3.92E-05,0.0001251238188
100,95,10,fedavg,1.72E-02,8.58E-05,0.0001605658845
100,95,10,fedyogi,5.81E-02,8.54E-05,0.0001503409476
100,95,20,fedyogi,4.08E-02,0.0001804158984,0.0002051898424
100,96,3,fedavg,0.02226748145,2.70E-05,0.0001258049799
100,96,3,fedyogi,0.004617529383,1.89E-05,8.71E-05
100,96,5,fedyogi,0.02965434505,4.67E-05,0.0001251238188
100,96,10,fedavg,1.72E-02,0.0001023046794,0.0001605658845
100,96,10,fedyogi,6.08E-02,1.02E-04,0.0001502584341
100,96,20,fedyogi,4.08E-02,0.0002110287517,0.0002051898424
100,97,3,fedavg,0.02226748145,8.32E-06,0.0001258049799
100,97,3,fedyogi,0.004617529383,5.36E-06,8.71E-05
100,97,5,fedyogi,0.02965434505,1.77E-05,0.0001251238188
100,97,10,fedavg,1.72E-02,4.21E-05,0.0001605658845
100,97,10,fedyogi,6.78E-02,4.22E-05,0.0001500438989
100,97,20,fedyogi,4.08E-02,9.32E-05,0.0002051898424
100,98,3,fedavg,0.02226748145,1.99E-05,0.0001258049799
100,98,3,fedyogi,0.004617529383,9.77E-06,8.71E-05
100,98,5,fedyogi,0.02965434505,3.57E-05,0.0001251238188
100,98,10,fedyogi,6.52E-02,8.10E-05,0.0001501243496
100,98,20,fedyogi,4.08E-02,1.70E-04,0.0002051898424
100,99,3,fedavg,2.23E-02,1.54E-05,0.0001258049799
100,99,5,fedyogi,2.97E-02,3.16E-05,0.0001251238188
100,99,10,fedavg,0.01718054964,7.03E-05,0.0001605658845
100,99,10,fedyogi,0.06751085463,7.04E-05,0.0001500533636
100,99,20,fedyogi,4.08E-02,0.0001498745472,0.0002051898424